step,epoch,loss,learning_rate,grad_norm,step_time,eval_loss,eval_accuracy
0,0.0,2.4184863163733747,0.025,1.0469153173025736,0.00012131599942222238,,
0,0.0,,,,,2.3801237463702125,0.15
1,0.0223,2.43852886543171,0.05,1.0266958834366293,8.20499990368262e-05,,
2,0.0445,2.5041269053918565,0.075,1.4655530790709532,6.401400241884403e-05,,
3,0.0668,2.352377279412287,0.1,0.9590356220607392,5.8604000514606014e-05,,
4,0.0891,2.2909606438434413,0.125,0.9773455544386992,0.00011249900126131251,,
5,0.1113,2.322880000722515,0.15,1.0438049060422758,0.00014638499851571396,,
6,0.1336,2.3320165113805897,0.175,1.028156574481114,0.0002157200033252593,,
7,0.1559,2.256703549138452,0.2,0.9306221234383111,0.00013969200153951533,,
8,0.1781,2.1388264904467214,0.225,0.8776006374063786,9.372199929202907e-05,,
9,0.2004,2.1016930279821513,0.25,0.6588960076482806,7.058700066409074e-05,,
10,0.2227,2.1986969353465295,0.275,0.9594497033120527,6.0307000239845365e-05,,
10,0.2227,,,,,1.9592249786612077,0.38055555555555554
11,0.245,2.037595469781503,0.3,0.9705315087180317,6.268200013437308e-05,,
12,0.2672,1.9586775886813814,0.325,0.8760594888755856,5.7301000197185203e-05,,
13,0.2895,1.9290634514531217,0.35,0.9072553004334762,5.6089000281644985e-05,,
14,0.3118,1.800449089887306,0.375,0.7936233737843735,5.530800262931734e-05,,
15,0.334,1.8047757838489733,0.4,1.3187626306336573,5.4745996749261394e-05,,
16,0.3563,1.8831825621896499,0.425,1.1793123022737932,5.8694000472314656e-05,,
17,0.3786,1.5631228795960803,0.45,0.8855803898724763,5.386500197346322e-05,,
18,0.4008,1.737649926425629,0.475,1.1299110432303026,5.4185002227313817e-05,,
19,0.4231,1.603568121238355,0.5,1.1175470079845657,5.394500112743117e-05,,
20,0.4454,1.1708665054531606,0.5,0.8877965274967233,6.19509992247913e-05,,
20,0.4454,,,,,1.4760122727516103,0.5
21,0.4676,1.330660110279313,0.49998426418867514,1.296614761423065,9.327199950348586e-05,,
22,0.4899,1.3797928272031394,0.49993705873562666,1.2266841617045159,6.86329985910561e-05,,
23,0.5122,1.3021564586812062,0.49985838958338336,1.5969481567485553,6.105899956310168e-05,,
24,0.5344,1.5302639194607317,0.4997482666353287,1.8042797171849894,8.300100307678804e-05,,
25,0.5567,1.2471420310790102,0.49960670375445415,0.924149706920979,0.00012473300012061372,,
26,0.579,1.2678135965491653,0.499433718761614,1.1899152529234722,0.00013713700172957033,,
27,0.6013,0.8653832672665989,0.499229333433282,0.8278454942253524,0.0001528370012238156,,
28,0.6235,0.8878301642533276,0.4989935734988098,1.0120252501830387,0.0001439099978597369,,
29,0.6458,0.9650380164208741,0.49872646863718806,0.8867991167678667,7.397399895126e-05,,
30,0.6681,0.8382062000389713,0.4984280524733107,1.033349898093352,8.695900032762438e-05,,
30,0.6681,,,,,0.9502800035470754,0.6555555555555556
31,0.6903,1.026121056404872,0.49809836257374107,1.8434513654803444,8.466500003123656e-05,,
32,0.7126,1.0898529651653752,0.4977374404419837,1.1278358019615897,6.584799848496914e-05,,
33,0.7349,0.968038824466689,0.49734533151325916,0.8801875333971246,6.199099880177528e-05,,
34,0.7571,0.7607952570620409,0.49692208514878444,0.7238893356139463,5.90150011703372e-05,,
35,0.7794,0.6878469137702121,0.49646775462955894,0.7563465277565642,8.434399933321401e-05,,
36,0.8017,0.8910691472930372,0.4959823971496574,0.8862311757711036,8.538600013707764e-05,,
37,0.8239,0.6556903662660459,0.49546607380902963,1.0245631048879875,6.352399941533804e-05,,
38,0.8462,0.7192983629995727,0.4949188496058089,1.4603230505708085,5.732199861085974e-05,,
39,0.8685,0.5055908524073242,0.4943407934281298,0.5720807475603547,5.681100083165802e-05,,
40,0.8907,0.5616896509330846,0.4937319780454559,1.0080547812123326,5.9525998949538916e-05,,
40,0.8907,,,,,0.720067399368722,0.7972222222222223
41,0.913,0.7911353460567883,0.49309248009941914,1.1740586881691362,9.344199861516245e-05,,
42,0.9353,0.8181540697371368,0.4924223800941717,1.6699064754190511,6.485700214398094e-05,,
43,0.9576,1.187722343234725,0.4917217623862516,2.3766156621767927,6.067800131859258e-05,,
44,0.9798,0.8838004817320815,0.4909907151739633,1.1590555185758802,7.977499990374781e-05,,
45,1.0021,0.6600987740781832,0.49022933048627493,1.2806028211520957,5.835300180478953e-05,,
46,1.0244,0.6963379236841918,0.4894377041712326,0.8454937229260441,5.702099952031858e-05,,
47,1.0466,0.6998488605545744,0.4886159358838952,0.9072423486937501,5.6849999964470044e-05,,
48,1.0689,0.6749098241805802,0.4877641290737884,1.1551033863605884,5.664100171998143e-05,,
49,1.0912,0.34456644372621154,0.48688239097188224,0.5097978363937891,9.087700163945556e-05,,
50,1.1134,0.4241444928920116,0.4859708325770919,0.7589705745761111,7.370400271611288e-05,,
50,1.1134,,,,,0.5110753570514256,0.8666666666666667
51,1.1357,0.6458094754124211,0.48502956864230473,1.0204281925273275,6.479600051534362e-05,,
52,1.158,0.47056303135950606,0.4840587176599343,0.895435130099958,5.869399683433585e-05,,
53,1.1802,0.46238878681242074,0.48305840184700355,0.9311896183721392,5.854400296811946e-05,,
54,1.2025,0.4927554875525125,0.48202874712975974,0.9175792361423334,5.775200042990036e-05,,
55,1.2248,0.4924548041321129,0.4809698831278217,0.583193642943482,6.541699985973537e-05,,
56,1.247,0.36728663897676717,0.4798819431378627,0.7598879671384693,5.7771998399402946e-05,,
57,1.2693,0.5837362489924676,0.47876506411682995,0.6908361430488756,5.675099964719266e-05,,
58,1.2916,0.4676666602558539,0.477619386664704,0.8410596846793396,5.5357999372063205e-05,,
59,1.3138,0.5174370830519156,0.4764450550067985,0.8192823856597072,5.610000152955763e-05,,
60,1.3361,0.5892120535296836,0.47524221697560476,1.3531209516085696,5.574800161411986e-05,,
60,1.3361,,,,,0.6429096897813504,0.7888888888888889
61,1.3584,0.7397971538503112,0.4740110239921813,2.1579670952429004,5.99369996052701e-05,,
62,1.3807,0.6080300007798718,0.47275163104709195,1.3344799826869869,5.7941997511079535e-05,,
63,1.4029,0.4096351572494762,0.47146419668089495,0.5644830397797693,5.569800123339519e-05,,
64,1.4252,0.4556465327057453,0.4701488829641845,0.6212622479944587,0.000124072001199238,,
65,1.4475,0.33495125392115993,0.46880585547718845,0.4842340311494702,8.733999857213348e-05,,
66,1.4697,0.43267036238451106,0.46743528328892386,0.8768744359124176,6.365400258800946e-05,,
67,1.492,0.31477274515190307,0.4660373389359137,0.6495096004926462,5.9124999097548425e-05,,
68,1.5143,0.4959193577599267,0.4646121984004665,0.7898956839414861,7.211100091808476e-05,,
69,1.5365,0.4594450788912262,0.46316004108852304,0.9112334595916345,9.152799975709058e-05,,
70,1.5588,0.32830907994592967,0.46168104980707103,0.5471853427098032,0.00016225599756580777,,
70,1.5588,,,,,0.389671512012732,0.8805555555555555
71,1.5811,0.46783626375982007,0.46017541074113255,0.7860033875245572,8.923399946070276e-05,,
72,1.6033,0.3856970279728749,0.45864331343032566,0.6625997450008038,6.952499825274572e-05,,
73,1.6256,0.3852696168542279,0.4570849507450041,0.7177297134264518,5.966699973214418e-05,,
74,1.6479,0.4436043297213659,0.4555005188619775,0.9044458760357069,5.826299820910208e-05,,
75,1.6701,0.47124194764812233,0.45389021723981504,0.8142932558146864,5.820300066261552e-05,,
76,1.6924,0.47571776422097395,0.45225424859373686,0.8011139823393734,5.781299842055887e-05,,
77,1.7147,0.42656690594536534,0.4505928188700945,1.0988448545762894,5.8102999901166186e-05,,
78,1.737,0.5458178727699708,0.44890613722044526,1.0978032089042384,5.624000186799094e-05,,
79,1.7592,0.26711973739134975,0.4471944159752228,0.4839720590688449,0.0001286309998249635,,
80,1.7815,0.43458547235042566,0.4454578706170075,0.8389676857542673,9.240900180884637e-05,,
80,1.7815,,,,,0.35846800992331546,0.9027777777777778
81,1.8038,0.401022553754775,0.44369671975340025,0.7774540184263744,9.084699922823347e-05,,
82,1.826,0.30970942984790034,0.4419111850895028,0.4802652054956621,8.499499745084904e-05,,
83,1.8483,0.19735941345824964,0.44010149140000776,0.4240563672028748,6.503700205939822e-05,,
84,1.8706,0.23153650472537884,0.43826786650090277,0.44469425513958016,9.485500049777329e-05,,
85,1.8928,0.31534123946088677,0.43641054122079137,0.621814382879927,7.180899774539284e-05,,
86,1.9151,0.23851804122422568,0.4345297493718352,0.6618740539598165,6.084800043026917e-05,,
87,1.9374,0.36683802108443875,0.4326257277203194,0.7670526881596108,5.8243000239599496e-05,,
88,1.9596,0.5671345531772629,0.4306987159568479,1.291159668803019,7.825200009392574e-05,,
89,1.9819,0.29321654219690996,0.42874895666616886,0.5252855606820452,6.057800055714324e-05,,
90,2.0042,0.29527357796973663,0.42677669529663687,0.712613062703725,5.915500150877051e-05,,
90,2.0042,,,,,0.32058266900421284,0.9027777777777778
91,2.0264,0.38973054237911714,0.42478218012931435,0.9145501487418425,8.128899935400113e-05,,
92,2.0487,0.38131855433646855,0.4227656622467162,0.9117103049264792,6.457599738496356e-05,,
93,2.071,0.2904258373030645,0.42072739550120175,0.8137126254735662,6.0336999013088644e-05,,
94,2.0932,0.6644246061833232,0.41866763648301863,2.0105877638451917,5.764200250268914e-05,,
95,2.1155,0.7287981556142584,0.416586644488001,1.7962584449318777,5.659000089508481e-05,,
96,2.1378,0.3439670095951237,0.4144846814849282,0.6835286289777169,5.571899964706972e-05,,
97,2.1601,0.4105978814588121,0.41236201208254586,0.7256418707713638,5.503699867404066e-05,,
98,2.1823,0.18210410658951431,0.410218903496256,0.3923167573946145,5.534800220630132e-05,,
99,2.2046,0.4095087808944024,0.40805562551447744,0.7988778345612861,5.833300019730814e-05,,
100,2.2269,0.27052066800574626,0.4058724504646834,0.497454095634689,5.7511999330017716e-05,,
100,2.2269,,,,,0.2592897820402816,0.925
